,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Date
70,User Test Data Analyst (Contract/Temp),$56K-$105K (Glassdoor est.),"Imagine the future you could help us build.

Teamwork, not just tech work. We are tech futurists and business geniuses. Together, we solve problems to make daily life easier. We are looking for a few more great minds to join our team as we continue to grow one of the world's leading consumer robot companies.

Together, we empower people to do more.

Introduction

iRobot is currently seeking a “Temporary Contractor User Test Data Analyst” to play an important role on New Product Development Teams to make better, more robust robots that delight the customer through User Testing.

User testing provides insights to user needs, preferences as well as validates prototype robot and robot-related products. Initial User Testers will be internal iRobot employees. Follow on user testing will include external and international users.

The individual in this role work as part of the User Test Team within Systems Engineering and will work closely with Chief Engineers, Program Managers, Product Managers as well as Software Engineering, Systems Engineering, Test Engineering and User Experience leads.

The successful candidate will have experience or capability to quickly learn all aspects of user-facing alpha testing.

As a \""Temporary Contractor\"" your Essential functions include:
Analyze user feedback/data: user surveys, home testing journals, could data (frequency of use, errors, etc.)
Create Tableau Dashboards to help visualize robot’s performance.
Cross reference user feedback with robot data logs and cloud data
Engage user as required to further clarify feedback
Synthesize user feedback, usage data and robot data logs into issues, bugs and customer preference trends
Summarize results and present to product development team leads
Organize and operate a home trial involving up to hundreds of users.
Skills Required:
Minimum 5 years of experience in an engineering related role
Demonstrated ability to take ownership of task execution and work with minimal supervision
Adept at gathering detailed field data from abstract inquiry
Experience in statistical analysis of test results
Adept at summarizing and presenting complex test data
Clear and concise written and verbal communication
Direct experience interacting with customers and resolving issues.
Ability to create Tableau Dashboards are strongly desired
Proficient with MS Excel, MS PowerPoint and MS Word
Advanced Excel and data analysis skill are strongly desired
Basic digital photography, image manipulation, and embedding images in documents
Ability to create Tableau Dashboards are strongly desired
Experience with Linux and Windows Operating Systems, including command line interface
Experience with iOS and/or Android mobile apps
Desired Qualifications:
Experience with Centercode Beta Test Management Solutions
Experience with Survey Monkey or equivalent tool
Experience with analyzing qualitative/open-ended questions
Experience with product defect tracking tools, especially Agile Central.
Experience in software test.
Experience troubleshooting complex electromechanical systems
Experience testing consumer vacuum and/or robotic products.
Experience with data acquisition as well as processing and analysis software.
Education:
Bachelor Degree in related field",4.4,iRobot,"Bedford, MA","Bedford, MA",1001 to 5000 employees,1990,Company - Public,Consumer Electronics & Appliances Stores,Retail,$1 to $2 billion (USD),2020-01-24
71,Data Analyst,-1,"If you or a loved one has ever experienced a major medical event, you know how overwhelming it is to process the flood of information that follows—whether it’s hastily delivered guidance from your doctor, or a pile of paperwork on managing your recovery. And once you get home, it can feel impossible to know where to start, or how to stay on track to reach your health goals.

At Wellframe, we’re helping healthcare organizations fill this gap, so people can get the holistic resources and support they need to feel their best, outside traditional care delivery settings. Through our patented platform, Wellframe translates evidence-based, peer-reviewed guidelines and literature into an interactive daily checklist delivered to patients through the Wellframe mobile app. As patients engage with the Wellframe app, their data is shared in real time with their care team through the care team dashboard, which utilizes advanced algorithms to generate early intervention alerts. With secure two-way messaging, Wellframe facilitates long-term, trusted relationships between patients and care teams.

Data Analysts contribute to our ongoing business intelligence (BI) and external reporting efforts. This role sits within the Data Science organization and reports to the Manager of Data Science. This individual will work closely with the Product and Client Services and Operations teams to translate client needs into optimal quantitative metrics based on Wellframe’s data model and analytic capabilities. This will involve identifying gaps between existing and desired metrics, implementing best practices in scalable data reporting, collaboration with the Engineering team for data model change recommendations, development and communication of new reports to clients, and expertise with our business intelligence tool, Looker. This individual will become an expert in the Wellframe data model as it can be applied to client needs.

Areas of Responsibility:
Develop scalable reporting (45%)
Work closely with Product team to define and implement stakeholder-specific data offerings
Implement actionable and digestible client-facing data offerings using Looker and embedding into Wellframe product
Generate insights for future reporting offerings
Communicate data back to clients (25%)
Help our clients understand our methods and data insights
Gather feedback on data needs from clients
Contribute to novel metric creation (15%)
Collaborate with data scientists to build novel, actionable metrics for reporting
Improvement of underlying data model (15%)
Collaborate with engineers to fill in gaps in Wellframe’s underlying data model that would enhance data reporting capabilities
Education, Experience, & Skills Required
A B.S. or M.S. degree in either Computer Science, Biostatistics, Epidemiology, Health Informatics or closely related quantitative field of study.
2-5 years of experience in business analytics with a client-facing focus; experience in healthcare industry preferred
Proficiency in utilizing BI tools such as Looker, Tableau or QlikView
Familiarity with the implementation process of BI tools and underlying database principles; familiarity with SQL and/or Python preferred
Proficiency with basic statistics
Behaviors & Traits Required
Excellent communication skills with a proven track record of communicating with internal and external stakeholders.
Accepts feedback graciously.
Strives not to commit the same mistake twice.
Stays up-to-date on industry best practices and new technologies.
Wellframe, Inc. is an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status or any other characteristic protected by local, state, or federal laws, rules, or regulations.",4.9,Wellframe,"Boston, MA","Boston, MA",51 to 200 employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,2020-01-24
72,Data Analyst Internship,-1,"The Channing Division of Network Medicine Bioinformatics Core: Data Analyst

The Bioinformatics group at the Channing Division of Network Medicine provides Informatics level support to the Systems Genetics and Genomics lab to help them with their data storage, biorepository, genotyping requirements and the Researchers and the PI's with their analysis, data management and other research needs.

The group is looking for a Data Analyst COOP to work on a project involving organizing and displaying genome-wide association data for COPD and related phenotypes. COPD is the third leading cause of death in the United States, and the reasons for altered susceptibility are largely unknown. This project will
involve leveraging and extending existing tools (predominantely written in
python) to organize and display this data, using Docker, Jenkins and
Artifactory.
Bachelor degree or above in Bioinformatics, statistics, mathematics, computer science, or a related field.
Python coding experience required
Pervious knowledge of Python programming Language
Knowledge of OMICS Data formats.
Knowledge of HUGO / NCBI gene marker mapping
Strong sense of responsibility and dedication.
Excellent interpersonal skills.",3.9,Brigham and Women's Hospital,"Boston, MA","Boston, MA",5001 to 10000 employees,1996,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),2020-01-24
73,Data Analyst,$44K-$79K (Glassdoor est.),"Department Description: This role is providing analytical support for the Beth Israel Lahey Health Contracting department.

Job Location: Boston, MA

Req ID: 31947BR

Job Summary: The Analyst, Value Analysis is dedicated to overseeing the new product request process to assign and prepare for new BILH system-wide value analysis committees. This role will also support GPO conversion opportunities with the value analysis committees. Using multiple databases, the Value Analysis Analyst will provide analysis of potential cost reduction or utilization change opportunities, track value analysis initiative implementation, and help prepare value analysis product announcements system-wide.

Essential Responsibilities:
Collect, analyze, interpret, and summarize data, using Microsoft Office applications (Access and Excel), and multiple SQL databases containing clinical and financial data.
Design and maintain tables and databases associated with the Value Analysis process.
Interpret results to identify areas of opportunity for cost containment and clinical quality within the supply chain of the hospital.
Organizes results into presentation-quality materials including executive-level presentations for use in senior management settings.
Assist with implementation and roll-out of system wide value analysis software.
Works with other members of the Supply Chain team including contracting, materials management, group purchasing organization (GPO) and all members of the clinical quality value analysis team to support analytical requirements for various projects. May require learning additional data bases, reporting and analysis tools.
Required Qualifications:
Bachelor's degree in business, healthcare administration, industrial engineering or bioinformatics required. Master's degree in MBA/MPH preferred.
3-5 years related work experience required.
Familiarity with ICD9, CPT, DRG coding; Familiarity with Lean concepts and processes; Strong analytical and problem solving skills; Ability to work in a fast-paced environment with demonstrated ability to juggle and prioritize multiple, competing tasks and demands and to seek supervisory assistance as appropriate.
Advanced skills with Microsoft applications which may include Outlook, Word, Excel, PowerPoint or Access and other web-based applications. May produce complex documents, perform analysis and maintain databases.
Competencies:
Decision Making: Ability to make decisions that are guided by general instructions and practices requiring some interpretation. May make recommendations for solving problems of moderate complexity and importance.
Problem Solving: Ability to address problems that are varied, requiring analysis or interpretation of the situation using direct observation, knowledge and skills based on general precedents.
Independence of Action: Ability to follow precedents and procedures. May set priorities and organize work within general guidelines. Seeks assistance when confronted with difficult and/or unpredictable situations. Work progress is monitored by supervisor/manager.
Written Communications: Ability to communicate clearly and effectively in written English with internal and external customers.
Oral Communications: Ability to comprehend and converse in English to communicate effectively with medical center staff, patients, families and external customers.
Knowledge: Ability to demonstrate full working knowledge of standard concepts, practices, procedures and policies with the ability to use them in varied situations.
Team Work: Ability to interact respectfully with other employees, professional staff and/or external contacts to offer ideas, identify issues, obtain information or deliver services.
Customer Service: Ability to provide a high level of customer service to patients, visitors, staff and external customers in a professional, service-oriented, respectful manner using skills in active listening and problem solving. Ability to remain calm in stressful situations.
Physical Nature of the Job:
Sedentary work: Exerting up to 10 pounds of force occasionally in carrying, lifting, pushing, pulling objects. Sitting most of the time, with walking and standing required only occasionally",3.7,BIDMC,"Boston, MA","Boston, MA",10000+ employees,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),2020-01-24
74,Portfolio Data Analyst Intern,-1,"Summary
As a member of the Business Development Group at Luye Pharma, Boston R&D, the principal job function of the Portfolio Data Analyst is to gather information and data regarding primary and secondary markets for a variety of disease indications, as well as construction of a portfolio optimization model.
Model Development: 70%
Data Collection: 30%
Education
BS/BA in a engineering field or
Salary
$15-$20/hr
Duration
3 months, for 20-30 hours per week",3.6,Luye Pharma Group,"Woburn, MA","Shanghai, China",1001 to 5000 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,2020-01-24
75,Data Analyst II,$61K-$106K (Glassdoor est.),"CRICO is a data-driven insurance company that uses medical malpractice claims and other patient safety data to identify and understand current and emerging risks. These results and insights are used to inform our internal operations and strategic decisions as well as to design interventions to improve patient safety for our insured institutions and clients.

We are looking for a person who has expertise with databases and is inspired to be a data analyst. He/she is a big picture thinker and detail-oriented. We expect this individual to be innovative and driven—improving ways of analyzing data and producing insightful analyses/reports.

The Data Analyst will have or develop an understanding of patient safety and medical malpractice insurance. He/she will work independently and as part of a team to take an analysis/analytics product from beginning to end, including understanding objectives; designing the analytic approach in collaboration with the requester; executing and modifying based on feedback; and presenting results. The Data Analyst II also needs to coordinate with requesters and other colleagues to ensure on-time, high quality delivery of the analytics product.

Responsibilities
Partners with CRICO colleagues (Patient Safety, CRICO Strategies, Claims, Underwriting, Finance), business users (CRICO’s member institutions and non-member clients) to understand business problems, define requirements, develop plan, and execute against it to ensure on-time delivery of results and insights in serving CRICO, CRICO’s members and clients
Works with internal and external customers and Analytics colleagues to understand and document business needs
Follows policies relating to privacy and security, and obtains necessary sign-offs
Queries data and creates analyses, reports, and visualizations in response to regular and ad hoc requests from CRICO’s members and clients
With understanding of objectives and goals of the assignment, present end results effectively with appropriate and relevant conclusions
Tracks and monitors progress on reports and analyses as well as partners with business leads/subject matter experts to manage and deliver results
Validates results before presenting them to the requester
As requested, presents findings to project team, senior management team, or CRICO’s members/clients
Partners with the Analytics team, the IS Department, or other relevant resources to develop report templates and optimize data structures and analytic tools either through regular maintenance or ad hoc project
Identifies, explores, articulates, and resolves issues surrounding data quality and analytic processes
Develops, maintains, and documents knowledge in risk management, patient safety and loss prevention activities, insurance operations, and reflects understanding back in analytical work
Develops and maintains effective relationships across CRICO departments─ Patient Safety, Strategies, Finance, Underwriting, and Claims to promote whole-brain thinking and insurance analysis
Researches, stays current, and shares findings and tools with other analytics team members on advancements in the industry and health analytics best practices to support CRICO’s brand as a thought leader
Represents the Analytics & Coding Team in internal and external meetings as requested
Performs other related duties and ad hoc projects as required
Requirements
Bachelor’s degree required, preferably in informatics, information system, computer science, and statistics with minimal 3 year’s relevant experience in analytics, business intelligence, or informatics required
Knowledge and skills in business intelligence reporting tools, such as Power BI, Tableau is required
Knowledge of relational databases and familiarity with Structured Query Language (SQL) is required
Knowledge and skills in statistical methods is preferred
Experience in healthcare, insurance industry, or health policy is preferred
Project management skill/experience a plus",3.8,CRICO,"Boston, MA","Boston, MA",51 to 200 employees,1979,Company - Private,-1,-1,$25 to $50 million (USD),2020-01-24
76,Health Data Analyst I,$48K-$85K (Glassdoor est.),"The Health Data Analyst I is a key member of the Finance management team with responsibility for developing and maintaining analyses to support finance staff and the CFO in meeting corporate objectives.

Key Functions/Responsibilities:
Leads the development and analysis of medical expense and utilization trend report to inform key strategic initiatives to support corporate goals.
Supports the development of effective medical management programs/initiatives through analyzing, monitoring, and reporting the effectiveness of these programs.
Responsible for adhoc analytics including modeling of benefit scenarios. Utilizes statistical applications as necessary.
Supports Finance department on data warehouse redesign requests and works with IT to establish priorities.
Supports corporate initiatives/projects that require analysis of health plan data.
Qualifications:

Education:
Bachelor’s Degree in Computer Science, Finance, Statistics, Business, Public Health, or other related quantitative field.
Experience:
1 or more years’ experience in data analysis and reporting.
A background in managed healthcare, insurance operations preferable.
Competencies, Skills, and Attributes:
Proficient in SAS, SQL or other statistical software.
Proficient in Microsoft Excel.
Ability to meet deadlines, multi-task, problem solve and use appropriate technology to analyze business problems.
Strong communications skills, both verbal and written.
*Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability or protected veteran status.

Required Skills

Required Experience

Job Location
Boston, US-MA",2.9,BMC HealthNet Plan,"Boston, MA","Boston, MA",501 to 1000 employees,1997,Nonprofit Organization,Insurance Carriers,Insurance,$1 to $2 billion (USD),2020-01-24
77,Data Science Product Analyst,$53K-$94K (Glassdoor est.),"Data Science Product Analyst

Boston, MA

We’re reimagining sports and technology.
DraftKings is bringing sports fans closer to the games they love and becoming an essential part of their experience in the process. An industry pioneer since our founding in 2012, we believe we can continue to define what it means to be a technology company in sports entertainment. We love what we do and we think you will too.

Love data? We do too.
We’re growing rapidly and are looking for a Data Science Product Analyst to help us scale through data-driven action. When you join our team, you will play a vital role in solving problems across a wide array of business areas and will see the impact of your personal work right away. Sound good to you? Join us.

What you’ll do as a Data Science Product Analyst:
Create analysis of how data science models perform across user segments, verticals, and other relevant data splits.
Monitor production models and identify areas where production models could be improved based on trends. You will also estimate the value added by those improvements and flag models that are performing below expectations.
Perform deep dive insight analysis to discover customer behavior patterns.
Collaborate with analytics partners around the company who are conducting tests that leverage data science products.
Collaborate with Product Management to investigate new features and prioritize backlog.
Work with data engineers to understand lifecycle of data science model.
What skills you’ll use:
Ideally, you have 3+ years of business analytics or data science experience, preferably at an online gaming company.
Experience with SQL Server, Tableau, or Redshift.
Comfortable in a fast-paced, results-driven environment.
Experience with statistical modeling techniques and statistical modeling software such as Python or R.
Bachelor’s Degree in Statistics, Mathematics, Engineering, Physical Sciences, or Related Field.
Master’s degree is preferred.
Strong knowledge of parallel computation tool such as spark, machine learning, and advanced SQL is also preferred.

Who are we a good fit for?
We love working with talented people but more than that, we seek out compassionate co-workers with a collaborative spirit. Our work moves quickly and we’re great at coming together to find creative solutions to some of tech’s most interesting problems. If that sounds good to you, join us.

Apply now
As a technology company at our core, DraftKings believes that the best innovation comes from diverse perspectives, thoughts, beliefs, ideas, and experiences. We consistently push boundaries and challenge the conventional to ensure our culture and products reflect the expectations of our employees, and the customers we serve.
We’re proud to believe that your gender, race, nationality, religion, sexual orientation, status as a protected veteran, or status as an individual with a disability should have nothing to do with our hiring practices. We’ll never discriminate against anyone’s background or creed. If you’re good at what you do, we want you to do it at DraftKings.",4.2,DraftKings,"Boston, MA","Boston, MA",501 to 1000 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,2020-01-24
78,Clinical Data Analyst,-1,"As a member of the Clinical Informatics team, the Clinical Data Analyst will assist in the development of a large healthcare database that aggregates data from a variety of sources. The Clinical Data Analyst will become an expert in OM1’s data and will assist in answering various questions about the data, ranging from availability/presence of key variables to specific business logic to populate target schemas. The Clinical Data Analyst will also implement source to target mappings in order to transform source data into OM1’s data model, and will interact with technical liaisons at partner/customer organizations to facilitate the transfer and ingestion of source data for use in OM1’s data assets and projects. The analyst will define and implement processes that streamline operations within the clinical informatics team and will ensure high quality outputs by establishing and following operational processes that guarantee data integrity. In performing the above responsibilities, the Clinical Data Analyst will:
Develop a strong understanding of OM1’s source databases by analyzing OM1’s big data assets and providing guidance on how to appropriately transform those assets into OM1’s target schema.
Work with data extracted directly from the backend and warehouses of EMR systems as well as pre- and post- adjudicated medical and pharmacy claims data.
Analyze, integrate, and transform data by working closely with OM1’s research, product, engineering, and data science teams to define data elements, metadata, master/reference data rules, and processes to abstract and integrate data from multiple sources.
Provide input to the engineering team regarding additional tooling that would improve CI processes in areas such as data traceability, quality control, and automation.
Create deliverables such as source to target mappings, data dictionaries/specifications for data marts, and data request documents for data partners, customers, and vendors.
Manage processes to improve the mapping and normalization of content within OM1’s database.
Continuously improve quality control processes to ensure data integrity within OM1’s data asset.
Requirements
B.S. in related field (e.g. computer science, engineering, information systems, information technology, etc.) or equivalent experience
3-5 years’ experience in healthcare data analytics, ETL development, or clinical informatics
At least 2 years of SQL experience
Strong understanding of relational databases (e.g. Snowflake, RedShift, SQL Server, Oracle), including proficiency in data analysis and loading
Strong understanding of clinical terminologies (e.g. CPT/HCPCS, ICD-9/10, Medi-Span GPI, LOINC, Snomed, etc.) and their uses in healthcare systems
Strong critical thinking and analytical mindset with an ability to perform detailed analyses and summarize findings at appropriate levels of detail using charts, summary statistics, and specific examples
Time management and organizational skills with an ability to juggle multiple tasks and prioritize tasks based on importance and time sensitivity
PREFERRED
Experience with data visualization tools (e.g. Tableau)
At least one year of experience scripting processes using a scripting or programming language such as Python, Unix/Linux Shell, Perl, Java, or other programming language",4.7,OM1,"Boston, MA","Boston, MA",1 to 50 employees,2015,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,2020-01-24
79,Clinical Data Analyst,$47K-$70K (Glassdoor est.),"Clinical Data Analyst

Job ID: 8775

Date posted: 10/31/2019

Department: Cardiovascular Center: Administration
Schedule: Part Time
Shift: Days
Hours: 3 8 hour days or 4 6 hour days
Location: Tufts Medical Center

Job Details:


Responsible for the implementation and support of heart transplant research database application(s), in order to meet the needs and support the data collection of Tufts Medical Center clinical research team members. Main responsibilities included database management and data quality assurance. Will be accountable for planning, design, implementation and management of all data collection. Including the development of data discrepancy management plans and the training and development of database tools for the clinical team.

Responsibilities:
Apply detailed knowledge of system functionality to the implementation of the database applications and modules
Use knowledge of user workflow and dataflow to assist users in defining requirements
Use technical and analytical skills to determine best approaches to tailoring system to meet individual requirements
Provide input on build and configuration of systems to meet requirements, using available application tools and working with clinical team members and information systems support
Define and document data handling conventions, edit checks, quality acceptance and auditing criteria for electronic data as well as procedures for handling exceptions. Develop test scenarios based on requirements
Become expert in the use of the heart transplant research database including all querying, reporting and quality of the data
Work with clinical team members to resolve any data entry/data management issues
Use available tools, systems and processes in support of coding medical terminology
Provide technical and professional guidance to less experienced resources as needed
Participate in the development and maintenance of standard operating procedures related to data management activities
Collaborate with vendor support personnel to research and resolve vendor product issues
Participate in cross-training, as a trainer and a learner, for personal development and to ensure adequate secondary coverage on all applications
Participate in the transplant research team process from research study design through analysis (in cooperation with the study PI and statistician) to study publication
Performs additional duties as assigned by manager

Job Knowledge and skills:
Understanding of complex data query creation via Microsoft Access or other applications
Experience with clinical research work designed for manuscript publication(s)
Experience with Database Management System (e.g.: SAS or other statistical program) preferred.
Understanding and experience with up to date MD Windows Operating Systems and applications.
Ability to learn new applications quickly and utilize application tools to tailor system to manage data and meet user requirements
Excellent customer service orientation, including excellent English communication skills (verbal, written and interpersonal)
Flexibility and can-do attitude
A basic understanding of quality measurement and quality improvement methods is favorable
Must be a team player and demonstrate interest in a longer-term role
Passion for supporting applications in a healthcare environment
Requirements:

Bachelor's Degree in Nursing, hospital administration, or related management field and/or combination of education and experience from which comparable knowledge and abilities can be acquired.

Experience with data management systems and familiarity with clinical data analysis and reporting

3+ years of healthcare/medical/ clinical research experience preferred

Strong technical/analytical skills demonstrated through prior data organizing experience

An equivalent combination of education and clinical experience, which provides proficiency in the areas of responsibility listed above, may be substituted for the above education and experience requirements.

Apply Now
Current Employee?",3.5,Tufts Medical Center.,"Boston, MA","Boston, MA",1001 to 5000 employees,1796,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),2020-01-24
80,Data Analyst,-1,"Data Analyst
If you are a Data Analyst with a minimum of 3-5 years of healthcare IT experience, please read on!

We are a world-renown medical facility located in Boston, Massachusetts. As one of the largest research-based medical facilities in the world, we pride ourselves on providing exceptional care to our patients, and work diligently to tackle the worlds leading medical diseases that have yet to find a cure. Millions of dollars are allotted each year to various teams throughout our facility, employing thousands of researchers. Our main goal is to provide exceptional healthcare to patients in the most time efficient manner possible.

Apply today to be considered for working one of the best, world-renown research organizations that are contributing towards the goal of helping lives across the world.
What You Will Be Doing
-This position requires days on-site at both main facility and sister facility, so traveling back and forth is required-

-Obtain data from hospital staff through interviews, workshops, document analysis, site visits, data and workflow analysis
-Understand data and end user workflow in order to validate accurate results and fix discrepancies when necessary
-Use tools to meet the end user's data and reporting needs through Radar, Reporting Workbench, Clarity and Caboodle
-Performs data querying and adhoc analysis against hospital electronic medical record systems
-Present data and analyses to stakeholder groups as requested
-Create materials and give presentations as needed
-Works with ARI staff in maintenance and design, as well as distribution of reports
-Perform quality assurance as needed
-Work with new and existing ARI analysts to share data and findings
-Trains other analysts and users on databases and reporting systems
-Running small to medium projects to keep project timelines on track
-Perform data cleansing and data entry tasks as necessary
What You Need for this Position
-Bachelors degree in Management, Information systems, statistics or relevant field
-Minimum 3-5 years of experience in Healthcare IT or hospital setting
-Working knowledge of SQL and other business intelligence tools (Tableau, Business objects, SAS BI)
-Strong working knowledge of Epic data and workflows
-Experience with data manipulation and analysis tools (SAS, R, Python, Power BI, and others)
-Strong proficiency with excel in order to compile large data sets

Nice to have...
-Knowledge of electronic medical record systems
-Project management experience
-MS access and SQL Server Database experience
What's In It for You
-$65-95k base salary DOE
-Benefits
-Vacation
-Working at a world-renown organization
-Low-stress environment
So, if you are a Senior Data Analyst with 3-5 years relevant experience, please apply today!
-
Applicants must be authorized to work in the U.S.


CyberCoders, Inc is proud to be an Equal Opportunity Employer

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.

Your Right to Work In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.",3.6,CyberCoders,"Boston, MA","Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),2020-01-24
81,Data Programmer Analyst,-1,"This position is key to the completion of clinical and social behavioral research studies and programming within the breast oncology center (BOC). This position works closely with investigators, directors, program managers, research nurses, clinical research coordinators, and biostatisticians to maintain the integrity of center’s research databases. It requires increasingly more complex and independent contributions by a technically skilled and knowledgeable data programmer and analyst.

Study and program start up
As needed, with study staff, monitor patient accrual and registrations for in-house protocols.
Designs research and program forms for data collection.
Maintains follow-up status of patients in the database.
Programming
Develop, add to and maintain study, clinical and program databases, including collecting and computerizing data.
Will program queries and reports and additional data fields within existing and new databases as needed.
Generates query reports for study and program staff.
Experience in manipulating and merging datasets to support research
Quality control
Design and review all forms pertaining to protocols and program standard operating procedure (SOP) manuals; reporting of questions, discrepancies and violations to protocol investigator and study staff.
Develops logic checks and ensures integrity of data in the research, clinical and program databases.
Produces monthly/quarterly checks for missing data and study updates. Helps troubleshoot and resolve all issues.
Cleans data using appropriate programming (SAS, Access, R, etc.) prior to biostatistical analysis or reporting data.
Data Analysis
May conduct basic to intermediate analysis of data (in SAS and other statistical programs) and provide increasingly more sophisticated reporting of study progress/results as needed by the study team
Other Responsibilities
Coordinates study team meetings as needed throughout the conduct of the program or clinical/socio-behavioral trial.
May participate in grant application process, audits, and manuscript preparation as directed.

Bachelors of Science or BA in Computer Science or Biostatistics required, or equivalent job experience. 3+ years programming experience or Masters with 0-2 years experience. Experience working in a scientific research setting or comparable technology-oriented business. More complex computer programming skills required (SAS, Access, relational databases, UNIX). Ability to learn new programs as needed (REDCap, R, etc.). Excellent English language reading, writing, and speaking skills required.
Works independently and takes a lead role in developing computerized systems to efficiently build systematic procedural checks and programs to initiate, maintain, clean, and report data. This involves considerable training and expertise requiring at least 2 years of experience or equivalent coursework in statistical programming. Extensive knowledge and experience with research, clinical and program data management procedures preferred.
Located in Boston and the surrounding communities, Dana-Farber Cancer Institute brings together world renowned clinicians, innovative researchers and dedicated professionals, allies in the common mission of conquering cancer, HIV/AIDS and related diseases. Combining extremely talented people with the best technologies in a genuinely positive environment, we provide compassionate and comprehensive care to patients of all ages; we conduct research that advances treatment; we educate tomorrow's physician/researchers; we reach out to underserved members of our community; and we work with amazing partners, including other Harvard Medical School-affiliated hospitals.
Dana-Farber Cancer Institute is an equal opportunity employer and affirms the right of every qualified applicant to receive consideration for employment without regard to race, color, religion, sex, gender identity or expression, national origin, sexual orientation, genetic information, disability, age, ancestry, military service, protected veteran status, or other groups as protected by law.",4.1,"Dana-Farber Cancer Institute, Inc.","Boston, MA","Boston, MA",1001 to 5000 employees,1947,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),2020-01-24
82,Data Analyst,$45K-$80K (Glassdoor est.),"Data Analyst
6 month contract role
Start date: ASAP
End date: 6 months from start
Location: Burlington, MA
Hours: Mon-Fri, 8am to 4:30pm
Key Responsibilities:
Utilize data mining and analysis techniques to establish business sub -segmentation/classification for current customer accounts
Provide insights to assist sales management to improve sales effectiveness and efficiency in reaching customers
Provide reporting on customer sub-segmentation
Key Skills/Experience:
Demonstrated knowledge of data analytics and mining tools. Experience with big data analytics preferred
Advanced skills in Microsoft Excel
Demonstrated knowledge of Business Intelligence tools: (e.g. SAP Business Objects, BEX Analyer/Analysis for Office.)
Office based role, normal office hours
Job Types: Temporary, Contract
Salary: $21.00 to $24.00 /hour
Education:
High school or equivalent (Required)
Location:
Burlington, MA (Required)
Work authorization:
United States (Required)
Full Time Opportunity:
No
Work Location:
One location
Benefits:
Health insurance
Dental insurance
Vision insurance
Schedule::
Monday to Friday",3.5,MilliporeSigma,"Burlington, MA","Boston, MA",10000+ employees,2014,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,2020-01-24
83,Data Analyst,$55K-$97K (Glassdoor est.),"Who are we?
A strong and trusted insurance partner, Berkshire Hathaway Specialty Insurance (BHSI) provides a broad range of commercial property, casualty and specialty insurance coverages and outstanding service to customers around the globe. As part of Berkshire Hathaway Inc.’s insurance operations, we bring our solutions to market with our stellar brand name, top-rated balance sheet, and the expertise of our global team of professionals with excellent capabilities and character. Want to be part of the team building the finest property, casualty and specialty lines insurance company in the world?

Job Opportunity:
BHSI is seeking a Data Analyst to join our globally-focused Actuarial Analytics Team. Position will be based in our Boston office. We are looking for an individual who has both an ability to excel and an excellence of character. Our culture is innovative and fast-paced, and this position will be the perfect fit for an individual who is intellectually curious, self-motivated and a collaborative team member.
The Data Analyst in this role will engage in a wide variety of projects central to enhancing BHSI’s analytics and reporting capabilities within the global actuarial team. The ideal individual will have both the technical abilities to query and analyze data as well as the collaborative qualities to work with actuaries across various data related initiatives. A candidate with a passion for problem solving with data and a desire to constantly learn and",3.8,Berkshire Hathaway Specialty Insurance,"Boston, MA","Pittsfield, MA",201 to 500 employees,-1,Company - Private,-1,-1,$100 to $500 million (USD),2020-01-24
