,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Date
118,Machine Learning Scientist,-1,"Machine learning is on the verge of transforming healthcare, and the MGH & BWH Center for Clinical Data Science (CCDS) is at the forefront of this revolution. We are a fast-paced startup embedded within two of the nation's leading research hospitals. Working closely with clinicians to solve critical problems in patient care, we develop solutions that are deployed in our hospitals and then commercialized to maximize the benefit to patients worldwide. Backed by industry partners like Nvidia and GE Healthcare, we leverage petabytes of healthcare data, an on-prem GPU cluster, and a top-tier team from industry and academia to execute on our mission.

The Team

The ML Team trains models to improve patient care and develops tooling to streamline this process. Typical projects include:
Classification to expedite treatment decisions, prioritize worklists, and improve diagnostic accuracy
Segmentation and localization to improve the accuracy and speed of abnormality detection
Volumetric assessment of pathologies, reducing clinician time per study thereby freeing them to focus on higher-value tasks
Time series analysis to predict outcomes based on streaming patient data
Natural language processing to extract knowledge from unstructured clinical data
What You'll Do

Machine Learning Scientists spend their time:
Developing models which will be deployed in the hospital to positively impact patient care and ultimately commercialized
Engaging with clinicians at MGH & BWH to solve real-world clinical problems
Conducting research to improve the efficacy of future model development within the center
Publishing the results of their work at top-tier machine learning and clinical venues
Who You Are

You may be a fit if you're:
Looking to continue training machine learning models after having done so for a few years (be it in industry or academia)
Excited by the prospect of saving lives rather than serving ads
One who enjoys programming in Python but also acknowledge its warts
Highly comfortable not only training a neural network but also debugging it when it ultimately fails to converge
Cognizant of the fact that not every model needs to be a neural network
A vocal advocate for Bayesian nonparametrics, calibrated models, or other interesting ML approaches (even if those neural network fanatics keep ignoring you)
A proponent of reproducible workflows
Looking to work with a fantastic team and learn a few new skills",-1,MGH & BWH Center for Clinical Data Science,"Boston, MA","Boston, MA",1 to 50 employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,2020-01-24
119,Machine Learning Scientist,$71K-$123K (Glassdoor est.),"About Us:

As a not-for-profit organization, Partners HealthCare is committed to supporting patient care, research, teaching, and service to the community by leading innovation across our system. Founded by Brigham and Women’s Hospital and Massachusetts General Hospital, Partners HealthCare supports a complete continuum of care including community and specialty hospitals, a managed care organization, a physician network, community health centers, home care and other health-related entities. Several of our hospitals are teaching affiliates of Harvard Medical School, and our system is a national leader in biomedical research.

We’re focused on a people-first culture for our system’s patients and our professional family. That’s why we provide our employees with more ways to achieve their potential. Partners HealthCare is committed to aligning our employees’ personal aspirations with projects that match their capabilities and creating a culture that empowers our managers to become trusted mentors. We support each member of our team to own their personal development—and we recognize success at every step.

Our employees use the Partners HealthCare values to govern decisions, actions and behaviors. These values guide how we get our work done: Patients, Affordability, Accountability & Service Commitment, Decisiveness, Innovation & Thoughtful Risk; and how we treat each other: Diversity & Inclusion, Integrity & Respect, Learning, Continuous Improvement & Personal Growth, Teamwork & Collaboration.
Summary:
Machine learning is on the verge of transforming healthcare, and the MGH & BWH Center for Clinical Data Science (CCDS) is at the forefront of this revolution. We are a fast-paced start-up embedded in two of the nation’s leading research hospitals, backed by industry partners like Nvidia and GE Healthcare. We have access to millions of medical records, an on-prem GPU cluster, and a top-tier team from industry and academia. We work closely with clinicians to solve critical problems in patient care – our goal is to make real products that make a real difference in the hospital.

The focus of our ML science team is to build models to solve critical needs in healthcare.

• Classification to expedite treatment decisions, prioritize worklists, and improve accuracy
• Segmentation and localization to improve the accuracy and speed of abnormality detection
• Volumetric assessment of pathologies, reducing clinician time per study thereby freeing them to focus on higher-value tasks
• Time series analysis to predict outcomes based on streaming patient data

PRINCIPAL DUTIES AND RESPONSIBILITIES:
• Lead research projects aimed at using clinical data to improve healthcare.
• Conceptualize and develop machine learning-empowered products.
• Interface with physicians to help answer important clinical questions based on medical imaging, pathology, and electronic health record data.
• Design frameworks for interfacing between health IT systems and research workflows.
• Work with academic collaborators to understand needs and implement cutting edge algorithms with machine learning.
• Use the Partners HealthCare values to govern decisions, actions and behaviors. These values guide how we get our work done: Patients, Affordability, Accountability & Service Commitment, Decisiveness, Innovation & Thoughtful Risk; and how we treat each other: Diversity & Inclusion, Integrity & Respect, Learning, Continuous Improvement & Personal Growth, Teamwork & Collaboration.
• Other duties as assigned.

• PhD or equivalent combination of experience and education (i.e. Masters degree and 2 years of experience) in a quantitative field (i.e. engineering, computer science, physics, mathematics)
• 2 years of experience in data analysis, signal processing, modeling, and machine learning.
• Fluent in Python
• Highly comfortable in one of Tensorflow, PyTorch, or Caffe2
• Highly comfortable in the theory and practice of neural networks
o Capable of debugging faulty network architectures
o Experience distributing training across many GPUs
• Highly comfortable in traditional machine learning algorithms (e.g., SVM, boosting, bagging, etc.)
• Highly comfortable in SQL
• Comfortable working independently and defining measurable, achievable goals
• Experience shipping ML solutions in product
Nice to have
• Publications at top-tier ML conferences (NIPS, ICML, ICLR, etc.)
• Experience writing production-grade software (code review, unit testing, integration testing, CI, etc.)
• Experience programming in C/C /Java/Go",3.3,Partners HealthCare,"Boston, MA","Boston, MA",10000+ employees,1994,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,2020-01-24
120,"Data Scientist - Boston, MA",-1,"Job Description
Collaborating with data scientists at customer companies as they use the platform.
Engaging with engineering and product teams to deliver insights and models to customers.
Leading development of new ML-related tooling and processes within the company platform.
Enhancing the company platform with ML models and work flows which can be used by data scientists at the client companies.
The Successful Applicant
Expertise in the field of machine learning, either through industry or academic experience; quantitative work strongly preferred
Experience with Python, Django, and PostgreSQL preferred.
Strong implementation and coding skills.
An interest in spatial data, mobility, and making an impact on cities.
Desire to take action, team mentality and willingness to take on the challenge of an early stage startup.
What's on Offer

Competitive Salary
Brand new office in Downtown Boston
Competitive benefit package
Company Equity
Relaxed work environment",3.6,Michael Page,"Boston, MA","Addlestone, United Kingdom",5001 to 10000 employees,1976,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,2020-01-24
121,"Data Scientist, Office of Data Science",$93K-$153K (Glassdoor est.),"Help shape the future of Data Science across Liberty!

As a technical member of the Office of Data Science (ODS), Enablement & Collaboration unit, you will work with a team of data science (DS) and machine learning (ML) experts to solve Liberty's most challenging data science problems.

The ODS was created to provide additional centralized support and expertise to DS teams across the global organization. Our projects focus on key areas of interest to multiple teams, bleeding edge research and experimentation, common tool development, and establishing best practices to ensure the scientific community at Liberty is well-positioned to rapidly meet the challenges of modern industry.

If you are interested in making an impact on an entire culture at a Fortune 100 company, the ODS is the place for you!

As a centralized group, our project scope is vast. Possible projects include:
Design new language models (NLP/NLU) to understand and build predictions or summaries from customer calls, claim notes, web chats, medical records, and beyond.
Detect property hazards from aerial imagery, customer photos, geospatial data, etc. using computer vision (CV).
Explore the advantages and limitations of privacy-preserving ML, to accelerate experimentation and better protect our customers' data.
Push the boundaries in fundamental experimentation to boost and augment small-sample or rare-event data, transfer learning, and similar techniques.
Engage in theoretical research in collaboration with MIT, via Liberty's investment in the MIT Quest for Intelligence, to shape the future of AI

Responsibilities:
Work on cross-functional R&D teams, including ODS and business-unit data scientists/analysts, doing hands on ML research in areas such as computer vision, natural language processing, interpretable ML, and privacy preserving ML.
Accelerate the deployment of reproducible ML models by helping the business set and apply current best practices, including the use of open source software, container-based or serverless cloud platforms, and self-service operating models.
Develop common DS/ML tools and infrastructure across the business.
Set the standards for statistical testing and experimental design, as well as other quality standards such as testing coverage, code review, etc. for data science

Work with product owners and business units across Liberty to identify new opportunities where the ODS can accelerate research and development of DS and ML tools and techniques

Qualifications:

Bachelor's degree in Statistics, Economics, Computer Science, or any quantitative discipline with relevant work experience, required; advanced degree a definite plus.
Extensive experience analyzing data and a broad understanding of core statistical and ML techniques.
Demonstrated experience in deep learning, computer vision, natural language processing, and/or interpretable machine learning.
Demonstrated proficiency in R or Python required.
Possess strong analytical, strategic, project management, decision-making and problem-solving skills.
Demonstrated ability to perform high quality work both independently and collaboratively.
Benefits:
We value your hard work, integrity and commitment to positive change. In return for your service, it's our privilege to offer you benefits and rewards that support your life and well-being. To learn more about our benefit offerings please visit: https://LMI.co/Benefits
Overview:
At Liberty Mutual, we give motivated, accomplished professionals the opportunity to help us redefine what insurance means; to work for a global leader with a deep sense of humanity and a focus on improving and protecting everyday lives. We create an inspired, collaborative environment, where people can take ownership of their work; push breakthrough ideas; and feel confident that their contributions will be valued and their growth championed.
We're dedicated to doing the right thing for our employees, because we know that their fulfillment and success leads us to great places. Life. Happiness. Innovation. Impact. Advancement. Whatever their pursuit, talented people find their path at Liberty Mutual.",3.3,Liberty Mutual Insurance,"Boston, MA","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),2020-01-24
122,Machine Learning and Computer Vision Engineer (multiple levels),-1,"Who We Are

Neya Systems, the industry leader in developing off-road autonomy for both commercial and defense customers, is looking for strong software engineers (multiple levels) with experience in machine learning and computer vision to join our team.

You will have opportunities to work on a diverse set of computer vision, machine learning and autonomy-stack challenges in applications for self-driving (autonomous) off-road ground vehicles, autonomous construction equipment, unmanned aircraft systems (UAS), and unmanned marine craft. You will also work with a strong team of scientists and engineers located in Pittsburgh, Boston, and Denver to help drive critical architecture decisions in our machine learning and computer vision pipeline.

This position can be based in our Boston, MA satellite offices or in our Pittsburgh headquarters.

Interested in joining our team? Take a look below to see what we are looking for. If you feel that you meet most but not all of the requirements below, please reach out to us, you might be a good fit.

What You Will Do

Responsibilities will vary, depending on your experience level, but examples include:
Design, implement, and optimize cutting-edge ML systems in object classification, labeling, object detection, and/or prediction
Enhance unified back end architecture for solving multiple ML problems
Extract features and other important characteristics from LIDAR and stereo camera systems
What We Are Looking For

Various experience levels are welcomed. Basic requirements for the position include:
Bachelors, Masters or Ph.D. in Robotics, Computer Science, Electrical Engineering, or related discipline
Experience with sensor data processing, environment modeling, large-scale point-cloud processing
Experience with a subset of machine learning algorithms (e.g. classification, filtering, deep learning, segmentation, etc.)
Excellent mathematical reasoning skills, especially with probability
Comfortable writing high-quality code in Linux/C++11 or C++14
Understanding of sensor error modeling
Passion for developing advanced robotics and intelligent systems
What Makes Neya Unique
Our staff get to work on immediate and pressing real-world problems in robotics, autonomy, computer vision, and machine learning applications
We have gathered a group of some of the smartest people in unmanned systems
Great company culture, centered on continual learning, refining our craft, and a good work/life balance
Competitive salary and benefits including 401k, Employee Stock Ownership Plan (ESOP), bonuses, and company paid medical, dental, and life insurance
Flexible hours and working conditions
This position requires use of information that is subject to the International Traffic in Arms Regulations (ITAR) and/or the Export Administration Regulations (EAR). Non-U.S. persons must meet eligibility requirements for access to export-restricted information. The ITAR/EAR defines a U.S. person as a U.S. Citizen, U.S. Permanent Resident (i.e. 'Green Card Holder'), Political Asylee, or Refugee.",5.0,Neya Systems LLC,"Boston, MA","Wexford, PA",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),2020-01-24
123,Data Scientist- Plant Breeding,-1,"About Inari...

Inari Agriculture, Inc. is an exciting early stage, high growth company working to create a winning global food system for all. We're taking a revolutionary approach to transform plant breeding and contribute to a transparent agriculture system that is climate resilient and respectful of the environment, promotes nutrition and health, empowers all farmers, and can continue to feed the growing global population. To solve these hard problems for world changing impact, we're fearless in asking the questions no one else is, and determined to find the answers no one has yet.

Our success is dependent on great minds, collaborating to generate bright ideas and deliver exceptional outcomes.

Started in 2016 in Cambridge, MA, we have over 100 employees, and are now expanding our research and development capabilities with new facilities and teams in West Lafayette, IN and Ghent, Belgium. Our interdisciplinary R&D team brings expertise in biology, agronomy, genetics, data science, and software engineering, and is supported by an exceptional global Scientific Advisory Board. If you want to be part of a diverse and inclusive team developing unique solutions to feed the world without starving the planet we'd love to hear from you!

In support of Inari's product development, you will...
Engage and collaborate with a team of Data Scientists, Plant Breeders, Computational Biologists, and Software Engineers to integrate environmental, phenotypic, and genetic datasets, and build data-driven solutions for product development across crops
Identify and leverage existing datasets, as well as design appropriate experiments to generate high-quality datasets for genotype-to-phenotype association and genetic signal discovery studies applied to plant breeding programs
Work with Science and Engineering teams to develop, prototype, and implement data pipeline and front-end applications that accelerate and increase the efficiency of crop breeding programs
Leverage genetic and pedigree datasets to enhance germplasm characterization within breeding programs for multiple crops
Apply machine learning, predictive, statistical, or mechanistic models, and/or other computational approaches to unveil insights from complex, multi-year, multi-location datasets derived from agronomic eco-systems
Contribute to the development of training sets and deployment of genomic selection for product development across crops
Develop, improve, or expand in-house computational pipelines, algorithms, models, and services used in crop product development
Constantly document and communicate results of research on data mining, analysis, and modeling approaches to ensure strategic forward planning and alignment within and across teams
You bring
Ph.D. in Quantitative Genetics, Computational Biology, Data Science, Computer Science, Plant Biology, Plant Breeding and Genetics, or other relevant scientific fields
Expertise with tools for data analysis, statistical computation, and visualization (such as Python, R); programing and pipeline development skills integrating large, complex datasets from distinctive structured and unstructured sources
Demonstrated skills to use simple interfaces to build visualization capabilities of analysis outputs and results
Demonstrated experience developing and executing machine learning, deep learning, and data mining algorithms, statistical methodologies, and/or predictive and simulation models
Experience with complex, multi-source, multi-year, and multi-location biological datasets typical of agricultural systems.
Experience working with various types of molecular and genetic data
Demonstrated experience working with molecular marker-based studies applied to plant breeding, such as marker-assisted selection, genome-wide phenotype-to-genotype association, and genomic selection
Outstanding problem-solving skills and proven ability to develop, deliver, and deploy analytical solutions by: scoping the problem and defining hypotheses, identifying and using necessary data sources, building pipelines for data integration, analysis, modeling, and simulation, validating models, and prototyping actionable outcomes
Demonstrated understanding of plant genetics and genomics
Ability to align and integrate data science research into crop product development pipelines and materials
Ability to efficiently summarize and effectively communicate results to a wide variety of audiences
Ability to work in a fast-paced, cross-functional, collaborative environment, completing projects on time
Creative, innovative, and strategic thinking; willingness to be bold and take risks on novel ideas
Strong communication skills
Curiosity and a desire to continuously learn and have a meaningful impact
A collaborative approach, open to giving and receiving ideas, perspectives, and feedback
Bonus qualifications
Experience working with any of the following: AWS, Docker, Git, Benchling, APIs
Background in agronomy, agriculture, and/or plant breeding
Expertise in genomic selection applied to plant breeding for product development",5.0,Inari Agriculture,"Cambridge, MA","Cambridge, MA",51 to 200 employees,2016,Company - Private,-1,Biotech & Pharmaceuticals,Unknown / Non-Applicable,2020-01-24
124,Principal Data Scientist - Deep Learning,$71K-$122K (Glassdoor est.),"The Team

The AIML (Artificial
Intelligence and Machine Learning) team contributes to the vitality and growth
of the organization through researching and building complex, cutting edge and
scalable AI algorithms, models, platforms and technologies to significantly
improve customer experience and drive business results. Our team of high
caliber scientists, mathematicians and statisticians use rigorous quantitative
approaches to ensure that we are efficiently building algorithms and technology
relevant to the business or customer experience issue at hand.

The Expertise You Have
Minimum Master’s Degree
in Engineering, Computer Science, Mathematics, Computational
Statistics, Operations Research, Machine Learning or related technical
fields.
Advanced knowledge in model
evaluation, tuning and performance, operationalization and scalability of
scientific techniques and establishing decision strategies.
Hands on experience developing
supervised and unsupervised machine learning algorithms (regression,
decision trees/random forest, neural networks, feature
selection/reduction, clustering, parameter tuning, etc.),
Experience in evaluating and
making decisions around the use of new or existing tools for a project.
Experience in projects involving
large scale-multi dimensional databases, complex business infrastructure,
and cross-functional teams. Three to five successfully launched ML
projects would be ideal.
Programming skills
in Python, Spark, Scala, R or MatLab
The Skills You Bring
Your solid skills in algorithm
development and predictive modeling
You have deep knowledge of some
combination of the following:
Natural Language Processing
(NLP)
Deep Learning, Neural Networks
Real Time Event Detection and
Scoring
Time series analysis,
Econometrics
Robotic Process Automation
Cloud ML
The Value You Deliver

You will partner with
business stakeholders to identify/prioritize top AI opportunities, create
business/technical requirements, transform large volumes of data into AI-driven
solutions using creative, cutting edge open source methods/technologies, lead
ML strategy and road map planning, work across teams and influence the
direction of external teams. The ideal candidate will combine expert AI/ML/Open
Source/Tech knowledge with hands on experience building
algorithms/models/programming and outstanding business skills (revenue/cost
drivers, customer experience, customer journey, communication, etc.) to manage
and deliver complex/critical projects driving significant value to Fidelity.

Company Overview

At Fidelity, we are focused on making
our financial expertise broadly accessible and effective in helping people live
the lives they want. We are a privately held company that places a high degree
of value in creating and nurturing a work environment that attracts the best
talent and reflects our commitment to our associates. We are proud of our diverse and inclusive workplace where
we respect and value our associate
for their unique perspectives and experiences. For information about working at
Fidelity, visit FidelityCareers.com.

Fidelity
Investments is an equal opportunity employer.",3.9,Fidelity Investments,"Boston, MA","Boston, MA",10000+ employees,1946,Company - Private,Investment Banking & Asset Management,Finance,$10+ billion (USD),2020-01-24
125,Data Scientist (Full-Time),-1,"Notes: To apply for this position, please fill out an application here: https://app.beapplied.com/apply/2ldwjg5wep. We will not review applications on indeed.

Job Description

Data Scientist (Full-Time)

Team: Data Science

Location: Boston, MA

Who we are: At Proton, we're bringing cutting-edge machine learning to B2B distribution. By predicting what customers will buy, we're improving sales and efficiency, and driving growth. We're looking for an intern data scientist to help us make that vision a reality by developing and refining cutting-edge machine learning models and data processing systems.

About the job: Our backend is largely written with Python, so some experience with that or another dynamic programming language are essential. We're also a small team — you'll need to be comfortable taking your idea from theory into deployment.

As a data scientist, you'll collaborate with the team to improve models ranging from cyclic recommendations to churn prediction. We have lots of data from a growing client base, and use industry-standard tools such as TensorFlow for our modeling.

Job Type: Full-time

Salary: $75,000.00 to $150,000.00 /year

Education:
Bachelor's (Preferred)
Work Location:
One location
Benefits:
Paid time off
Flexible schedule
Health insurance
Dental insurance
Vision insurance
Schedule::
Monday to Friday",5.0,proton.ai,"Boston, MA","Allston, MA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,2020-01-24
126,Scientist 1 - Machine Learning,$60K-$110K (Glassdoor est.),"Do you want to perform research for next-next generation technology? Do you have machine learning (ML) skills, experience in applying ML to various applications, teamwork skills and intellectual curiosity? If so, BBN Technologies (a wholly-owned subsidiary of Raytheon) would like to hear from you.

BBN's Network and Cyber Technologies group is seeking qualified research scientists to apply ML techniques to wireless communication, networking and cybersecurity research projects involving distributed optimization and coordination, resource allocation, and accurate modeling and identification of complex adversarial environments. You will develop learned models for communications and networking domains such as cognition, autonomy, signal characterization and identification, anomaly detection, fault diagnosis, and repair.

Research experience in networking and communications technologies such as software defined radios, networking protocols, network security, mobility, and/or RF communication systems is desirable. Strong implementation skills in languages such as C, Python, or Java also very important.

Successful candidates must have skills supporting the acquisition of new R&D funding such as writing white papers, making presentations to customers, and contributing to proposals.

Raytheon BBN offers a flexible work environment and part-time work opportunities. We encourage career development through support for publications and participation in leading research conferences, on-site training, mentoring, and tuition reimbursement. BBN prides itself in being a research organization where we do cutting-edge and fundamental research in collaboration with our numerous academia partners, while featuring an opportunity to transition accomplished research technologies into actual DoD programs via Raytheon contracts.

Education:
PhD degree in Computer Science or Electrical Engineering or Mathematics with 0-3 years of experience.

Requirements:
Experience in Machine Learning is desired. Thorough understanding of Neural Networks and Data-driven learning techniques, and where they are applicable (and where they are not) is expected. Experience with other Artificial Intelligence technologies (Knowledge Engineering, Planning and Scheduling, Distributed AI and Multi-agent systems, or Game Theory) is a plus.
Experience in research, simulation and/or analysis, and implementation within one or more of the networking domain areas listed above is highly desirable.
Position may require some amount of overnight travel.
U.S citizenship or Permanent Residency is required.
Why Us

Our team members are passionate about growth, innovation and collaboration. We are constantly striving to improve and better ourselves so that we can better support our clients.
Our culture enables all employees to find purpose, thrive, and succeed. By creating an environment where all opinions are valued, risk taking is encouraged, and excellence is rewarded, we allow our employees to do their best, most important work.

We offer outstanding benefits that include flexible work schedules, a competitive 401k company match, a Retirement Contribution plan, performance based incentive, paid parental leave, paid time off, and many other employee discounts.

151231

Raytheon is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, age, color, religion, creed, sex, sexual orientation, gender identity, national origin, disability, or protected Veteran status.",3.7,Raytheon,"Cambridge, MA","Waltham, MA",10000+ employees,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),2020-01-24
127,Data Scientist,-1,"Job Summary
*
Data Scientist
Boston,MA
6 months plus
Rate: -$best/hr
*
In person interview is required after phone
Responsibilities and Duties
About the Role We are looking for a Data Scientist to help us Client the insights hidden in . As a Data Scientist, you will be tasked with using the state's data to deliver effective and efficient government services and to help us make smarter data-driven public policy decisions, improving the quality of Data.
Your primary focus will be to apply data mining and processing techniques, conduct statistical analysis, and build high-quality predictive tools to contribute high quality analysis to business and policy projects for agencies across all areas of state government.
You will have clear understanding of how your work helps improve the lives of Massachusetts residents, businesses and institutions. At the forefront of big public data analytics and public policy, you'll find new and interesting challenges every day. Specifically, you will: Develop strategies to solve complex policy and business problems by applying advanced data-driven solutions composed of predictive modeling, statistical methods and cognitive computing components.
Mine, process, and analyze large volumes of complex data from a variety of sources (administrative, social, device, etc.). Produce sound, well-reasoned, and effective statistical and machine learning analyses and data visualizations Provide expertise and consult on data-related and data-intensive initiatives for clients within around state government.
Help state agencies implement new data standards and improve data collection processes.
Produce reports and presentations of findings for technical and non-technical audiences, including executive leadership. Manage team priorities and work plans to produce deliverables on time and on budget.
Perform related duties as assigned.
Key Skills
Tableau, Qlik, GGplot, Shiny, PowerBI, Power BI, Data Analysis, SPark, SQL, data visualization, Python, machine learning, statistics, AWS, Unix, Linux, non-linear regression, clustering, Java, R, Tensorflow
Required Experience and Qualifications
Requirements Excellent applied statistics skills, including descriptive statistics, sampling, classification, clustering analysis, linear, non-linear regression and time series, etc.
4+ years of experience with applying machine learning techniques and algorithms.
6+ years of experience with programming languages for real-world applications within an analytical framework;
strong Python experience required. 3+ years of experience with data visualization tools such as Tableau, Qlik, GGplot, Shiny, PowerBI, etc.
Proficiency with tools such as SQL, Spark, Tensorflow, Keras, R, Java, etc.
Comfort with Unix/Linux command line interface A degree in engineering, applied mathematics, or a related field; advanced degree preferred Great communication skills; ability to translate complex analyses into interpretable results both visually and verbally Intellectually curious and a critical thinker Strong and demonstrated interest in public policy or public administration Experience with Amazon Web Services (AWS) a plus
Job Type: Temporary

Salary: $75.00 to $80.00 /hour

Experience:
Machine Learning: 4 years (Required)
Data Scientist: 5 years (Preferred)
Data Visualization: 3 years (Required)
Data Analysis: 6 years (Required)
Location:
Boston, MA (Required)
Application Question:
Would you be able to make In person interview at Boston,MA ?",5.0,ARK Solutions Inc.,"Boston, MA","Gainesville, VA",1 to 50 employees,2015,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,2020-01-24
128,Principal Data Scientist,$113K-$183K (Glassdoor est.),"Description

The Principal Data Scientist will provide thought leadership on the practical application of machine learning and advanced analytical methods and cultivate a data driven culture across the company. The Principal Data Scientist will collaborate with key business leaders to understand business problems and formulate analytical solutions for problem solving as well as lead or collaborate with a team of data scientists, data analysts or big data engineers on analytical projects, proving benefits of solutions and helping with execution and measurement. Subsequently, the Principal Data Scientist have strong prioritization skills, while being dynamic and agile

Responsibilities

The Principal Data Scientist will provide thought leadership on the practical application of machine learning and advanced analytical methods and cultivate a data driven culture across the company. The Principal Data Scientist will collaborate with key business leaders to understand business problems and formulate analytical solutions for problem solving as well as lead or collaborate with a team of data scientists, data analysts or big data engineers on analytical projects, proving benefits of solutions and helping with execution and measurement. Subsequently, the Principal Data Scientist have strong prioritization skills, while being dynamic and agile. The Principal Data Scientist must also be able to communicate complex quantitative analyses in a clear, precise, and actionable manner to management and executive level audiences while being able to build relationships with their partners. The Principal Data Scientist must be proactive and work with a sense of urgency.

Required Qualifications
Master’s degree in machine learning, computer science, statistics, mathematics, data science, engineering, or similar quantitative fields of study
10+ years hands-on technical experience in using machine learning to understand the patterns in large volumes of data, identify relationships, detect data anomalies, and classify data sets
2+ years project and/or people leadership experience
Strong programming skills in Python and PySpark and standard libraries such as scikit-learn, Tensorflow, Keras and Spark ML
Extensive experience solving analytical problems using quantitative and qualitative approaches. Specifically, demonstrated practical experience in building end to end data science solutions and applying machine learning methods to real world problems.
Experience with state-of-the-art techniques in machine learning algorithms, including deep neural networks, NLP, dimensionality reduction, ensemble methods, graph algorithms.
Experience with cloud-based ecosystems (GCP, AWS, Azure)
Experience with providing strategic advice and guidance to functional teams in a collaborative fashion; working alongside other analytic individuals and team
Experience in developing, maintaining, and collecting structured and unstructured data sets for analysis and reporting
Successful demonstrated experience in working with senior executives to develop and drive segment or enterprise-wide functional strategies
Ability to advise one or more areas, programs or functions
Ability to work at very high levels in multiple knowledge and functional areas across the enterprise
Experience leading and growing junior talent
Experience with disrupting or leading a wave of change in their industry
Preferred Qualifications
Ph. D Degree
3-5+ years project and/or people leadership experience
Big data experience (Hive, Spark, HDFS) a big plus!
Experience in Healthcare data
Scheduled Weekly Hours

40",3.5,Humana,"Boston, MA","Louisville, KY",10000+ employees,1961,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),2020-01-24
129,Senior Product Manager - Machine Learning and Experimentation,$109K-$159K (Glassdoor est.),"About GoDaddy

GoDaddy powers the world's largest cloud platform dedicated to small, independent ventures. With 19 million customers worldwide, GoDaddy is the place people come to name their idea, build a professional website, attract customers and manage their work. Our mission is to empower entrepreneurs everywhere, making opportunity more inclusive for all. To learn more about the company visit www.GoDaddy.com.

GoDaddy is looking for a Senior Product Manager to join our machine learning and experimentation team. We're a distributed team dedicated to building state-of-the-art machine learning and experimentation technology to improve and transform GoDaddy products and experiences. We are a dynamic and growing company that loves what we do and are looking for passionate people to share our vision. We leverage experimentation to make data-driven decisions and combine personalization, machine learning, and cutting-edge software systems to build services that help other GoDaddy teams provide the best experience for our customers.

Responsibilities

You will partner with business stakeholders across the company to identify high-value opportunities to solve through the use of machine learning. You will then collaborate closely with data experts, machine learning engineers, experiment engineers and software engineers to:

1. Define the model to go after (build a robust problem statement, measurable goal to achieve, determine the prediction needed, identify the right sources of data, etc.)

2. Define how to evaluate the model (design a measurable experiment with a well-crafted hypothesis, define go/no-go metrics, etc.)

3. And define how model predictions will be accessed and used (through API or batch process, latency requirements, mapping of model predictions to any business rules, etc.)

Finally, you will work to push successful models into active use and measure the customer impact of your work.

You will also be involved with improvements to the machine learning platform. You will identify opportunities to make the platform a more scalable and production ready service, and will identify ways in which to make the platform more open and easier to contribute to by other teams across the organization.

We're looking for the following

We are looking for a Senior Product Manager with 5+ years of product management experience. Don't worry if you think that you don't meet all the qualifications here. We value talent and interest over specific experience.
Experience leading a high-functioning, collaborative team of engineers and data scientists.
Experience partnering with engineering leaders.
Experience in customer/partner interaction with the ability to effectively and proactively communicate and build a trusted advisor relationship
Experience in, or strong interest in applied machine learning
Experience designing, running, and analyzing hypothesis tests.
Experience with writing product requirements, and building and prioritizing backlogs
Experience in an Agile software development environment.
Strong written and verbal communication skills.
Passionate, self-driven, resourceful and accountable.
Nice to have: experience writing sql queries
Team culture

Our team is a welcoming place for all people. Some things we're proud of:
Great place to re-enter the working world after time away.
Comfortable office spaces in Kirkland, WA, San Francisco and Sunnyvale, CA, and Cambridge, MA.
The tools and culture to work remote as necessary.
Highly collaborative team dedicated to the success of the team as a whole.
Sensitive and respectful working environment.
We value diversity on our teams and can prove it.
Dedicated, comfortable mother's rooms.
An emphasis on work-life balance that enables more enjoyable and fulfilling jobs.
#LI-GD1

GoDaddy is proud to be an equal opportunity employer. We will not discriminate against any applicant or employee on the basis of age, race, color, creed, religion, sex, sexual orientation, gender, gender identity or expression, medical condition, national origin, ancestry, citizenship, marital status or civil partnership/union status, physical or mental disability, pregnancy, childbirth, genetic information, military and veteran status, or any other basis prohibited by applicable federal, state or local law. GoDaddy will consider for employment qualified applicants with criminal histories in a manner consistent with local and federal requirements.

If you need assistance completing an application for a position with us, please reach out to our Recruiting Team at Recruiting@godaddy.com

Please note that GODADDY does not accept unsolicited resumes from recruiters or employment agencies.

To submit your application to this position, please click Apply . On the next screen, after you click Apply, click Create to establish your candidate account. If you have previously created a candidate account, please slick Sign-In and use that account to complete your application.",3.5,Main Street Hub,"Cambridge, MA","Scottsdale, AZ",5001 to 10000 employees,1997,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),2020-01-24
